company_id,industry,state,grid_factor,annual_kwh,monthly_kwh_avg,revenue_lakhs,annual_co2_kg,co2_per_lakh_revenue,energy_efficiency,solar_percent,ev_percent,has_rec,has_iso14001,tariff_avg,carbon_score,grade,grade_encoded
COMP_1480,cement,maharashtra,0.79,716744.3,59728.69,10269.01,566228.0,55.14,0.3471,0,0,0,0,6.2,54.2,B,2
COMP_1481,textile,odisha,0.91,93143.43,7761.95,832.19,84760.52,101.85,0.7846,5,0,0,0,8.07,62.9,B,2
COMP_1482,pharma,chhattisgarh,0.92,406896.28,33908.02,4706.23,374344.58,79.54,0.0065,10,0,0,0,8.54,35.3,C,1
COMP_1483,textile,punjab,0.76,114844.66,9570.39,1592.1,161150.03,101.22,0.6634,0,15,0,0,6.9,61.1,B,2
COMP_1484,pharma,karnataka,0.62,379638.37,31636.53,5032.58,235375.79,46.77,0.279,50,0,0,0,8.63,52.6,B,2
COMP_1485,steel,odisha,0.91,817709.77,68142.48,16579.02,1270066.82,76.61,0.3803,0,0,1,0,6.51,46.5,C,1
COMP_1486,plastics,punjab,0.76,335182.87,27931.91,5734.3,254738.98,44.42,0.3378,0,15,0,0,7.19,49.1,C,1
COMP_1487,cement,haryana,0.8,786380.0,65531.67,11877.63,629104.0,52.97,0.3689,0,0,0,0,6.74,48.7,C,1
COMP_1488,pharma,tamil_nadu,0.68,78242.83,6520.24,1779.25,53205.12,29.9,0.8228,0,0,0,0,7.86,63.3,B,2
COMP_1489,plastics,jharkhand,0.89,151516.59,12626.38,3757.86,232305.24,61.82,0.5766,0,0,0,0,6.85,56.6,B,2
COMP_1490,steel,delhi,0.72,295379.15,24614.93,3472.68,402660.85,115.95,0.8057,5,0,0,0,7.05,64.3,B,2
COMP_1491,auto_components,bihar,0.84,446776.05,37231.34,7927.94,662658.24,83.59,0.4637,15,5,0,0,6.7,55.5,B,2
COMP_1492,plastics,tamil_nadu,0.68,365692.63,30474.39,3480.98,483884.49,139.01,0.4089,0,0,0,0,7.0,48.7,C,1
COMP_1493,chemicals,madhya_pradesh,0.83,295983.16,24665.26,3651.72,245666.03,67.27,0.8194,0,0,0,0,7.75,63.0,B,2
COMP_1494,cement,karnataka,0.62,883435.5,73619.63,16131.49,1115955.73,69.18,0.197,0,0,0,1,7.06,48.1,C,1
COMP_1495,textile,west_bengal,0.9,235400.64,19616.72,2089.26,363270.27,173.87,0.3492,15,0,1,0,8.04,48.5,C,1
COMP_1496,it_services,uttar_pradesh,0.85,64127.22,5343.94,1174.85,54508.14,46.4,0.7087,0,0,0,0,9.8,60.4,B,2
COMP_1497,textile,chhattisgarh,0.92,126275.85,10522.99,2919.96,116173.78,39.79,0.5049,0,5,0,0,6.98,55.9,B,2
COMP_1498,textile,west_bengal,0.9,118423.62,9868.63,1635.52,182751.33,111.74,0.6501,5,0,1,0,8.07,67.3,B+,3
COMP_1499,steel,odisha,0.91,895736.84,74644.74,21213.67,1391258.46,65.58,0.0567,0,0,0,0,7.14,39.3,C,1
COMP_1500,paper,gujarat,0.82,154502.33,12875.19,2560.91,126691.91,49.47,0.6311,0,0,0,0,7.8,62.7,B,2
COMP_1501,chemicals,odisha,0.91,538361.55,44863.46,11197.76,489909.01,43.75,0.3846,10,0,0,0,7.35,46.5,C,1
COMP_1502,steel,andhra_pradesh,0.72,271581.52,22631.79,3471.82,370219.93,106.64,0.733,0,0,0,0,6.55,55.0,B,2
COMP_1503,chemicals,chhattisgarh,0.92,709689.15,59140.76,14350.43,1109386.08,77.31,0.0563,5,5,0,0,7.35,44.0,C,1
COMP_1504,steel,chhattisgarh,0.92,951048.4,79254.03,13868.85,874964.52,63.09,0.3864,10,20,0,0,7.26,52.3,B,2
COMP_1505,steel,karnataka,0.62,245401.65,20450.14,3807.53,152149.02,39.96,0.6895,0,30,0,0,6.26,64.1,B,2
COMP_1506,pharma,odisha,0.91,294271.98,24522.67,3547.58,457063.24,128.84,0.3334,25,0,0,0,7.93,60.4,B,2
COMP_1507,paper,madhya_pradesh,0.83,237177.91,19764.83,3062.51,349410.5,114.09,0.7068,0,10,0,1,8.14,58.0,B,2
COMP_1508,paper,odisha,0.91,463506.39,38625.53,9627.41,421790.81,43.81,0.3075,0,0,0,0,7.19,49.9,C,1
COMP_1509,plastics,maharashtra,0.79,312864.79,26072.07,3423.06,247163.18,72.21,0.3141,30,30,0,0,8.01,61.7,B,2
COMP_1510,it_services,rajasthan,0.88,103903.14,8658.59,932.62,91434.76,98.04,0.3721,0,15,0,0,9.44,47.0,C,1
COMP_1511,plastics,haryana,0.8,278776.19,23231.35,5769.84,223020.95,38.65,0.479,40,10,0,0,8.02,57.8,B,2
COMP_1512,steel,telangana,0.74,336693.91,28057.83,6998.95,465715.01,66.54,0.5912,5,0,0,0,6.88,48.9,C,1
COMP_1513,plastics,bihar,0.84,236988.34,19749.03,3989.26,199070.2,49.9,0.4979,0,5,0,0,8.03,57.6,B,2
COMP_1514,it_services,bihar,0.84,142460.74,11871.73,3173.7,119667.02,37.71,0.3236,0,0,0,1,9.27,54.7,B,2
COMP_1515,textile,chhattisgarh,0.92,278776.12,23231.34,5090.42,256474.03,50.38,0.2796,25,0,0,0,7.31,47.9,C,1
COMP_1516,auto_components,madhya_pradesh,0.83,158461.98,13205.17,2768.78,233446.2,84.31,0.7849,0,0,0,1,6.61,79.1,B+,3
COMP_1517,steel,maharashtra,0.79,679297.73,56608.14,10470.45,973569.51,92.98,0.521,0,0,0,0,6.41,50.4,B,2
COMP_1518,pharma,uttar_pradesh,0.85,65820.32,5485.03,697.89,55947.27,80.17,0.8174,30,0,0,1,8.52,74.1,B+,3
COMP_1519,steel,gujarat,0.82,742575.01,61881.25,16794.9,1086535.76,64.69,0.3317,0,5,0,1,6.28,59.4,B,2
COMP_1520,pharma,tamil_nadu,0.68,377770.88,31480.91,8474.13,256884.2,30.31,0.3389,0,5,0,0,8.78,49.9,C,1
COMP_1521,plastics,delhi,0.72,163810.15,13650.85,2888.89,117943.31,40.83,0.647,0,0,1,0,8.28,59.1,B,2
COMP_1522,chemicals,gujarat,0.82,636936.74,53078.06,7536.64,522288.13,69.3,0.2645,5,0,0,0,7.6,42.7,C,1
COMP_1523,pharma,maharashtra,0.79,199451.19,16620.93,4432.44,157566.44,35.55,0.4434,0,5,0,0,7.9,42.1,C,1
COMP_1524,food_processing,punjab,0.76,229297.22,19108.1,4611.94,174265.89,37.79,0.3668,0,0,0,0,6.45,47.2,C,1
COMP_1525,plastics,west_bengal,0.9,401894.07,33491.17,5865.06,620202.93,105.75,0.0,0,5,1,0,8.11,39.0,C,1
COMP_1526,cement,maharashtra,0.79,833629.97,69469.16,12000.17,1194758.47,99.56,0.377,15,0,0,0,6.31,40.6,C,1
COMP_1527,paper,punjab,0.76,370573.04,30881.09,8276.38,281635.51,34.03,0.3754,0,0,0,0,7.71,47.0,C,1
COMP_1528,pharma,uttar_pradesh,0.85,344841.84,28736.82,3747.8,293115.56,78.21,0.1663,0,0,0,0,8.4,51.7,B,2
COMP_1529,auto_components,odisha,0.91,234590.2,19549.18,4754.84,364365.5,76.63,0.597,0,0,0,0,7.02,63.4,B,2
COMP_1530,cement,telangana,0.74,940066.62,78338.89,22359.09,1300300.15,58.16,0.4134,0,10,0,0,6.18,50.8,B,2
COMP_1531,steel,west_bengal,0.9,432656.67,36054.72,7947.89,667675.77,84.01,0.4251,5,0,0,0,7.43,57.0,B,2
COMP_1532,textile,karnataka,0.62,156073.33,13006.11,3037.85,96765.46,31.85,0.3529,0,5,1,0,7.18,53.2,B,2
COMP_1533,it_services,bihar,0.84,172087.04,14340.59,1964.25,144553.12,73.59,0.0075,0,10,0,1,9.48,46.9,C,1
COMP_1534,food_processing,karnataka,0.62,280925.3,23410.44,5862.87,174173.69,29.71,0.3292,20,0,0,0,6.47,55.9,B,2
COMP_1535,food_processing,gujarat,0.82,109948.53,9162.38,1066.93,90157.79,84.5,0.8614,0,5,1,0,6.95,66.8,B+,3
COMP_1536,paper,maharashtra,0.79,272127.64,22677.3,2592.09,214980.84,82.94,0.4457,0,0,0,0,6.77,50.3,B,2
COMP_1537,textile,odisha,0.91,104824.03,8735.34,1971.36,95389.87,48.39,0.7082,0,20,0,0,6.97,57.6,B,2
COMP_1538,it_services,rajasthan,0.88,156086.4,13007.2,1380.68,137356.03,99.48,0.1843,0,0,0,1,9.53,56.1,B,2
COMP_1539,pharma,karnataka,0.62,91808.32,7650.69,1604.61,56921.16,35.47,0.9582,0,0,0,0,7.48,66.6,B+,3
COMP_1540,paper,maharashtra,0.79,354029.27,29502.44,8438.97,279683.12,33.14,0.3979,0,0,1,1,7.88,59.4,B,2
COMP_1541,textile,rajasthan,0.88,136633.79,11386.15,1530.23,120237.73,78.57,0.4987,0,0,0,0,7.17,48.2,C,1
COMP_1542,steel,punjab,0.76,741357.19,61779.77,9211.52,563431.47,61.17,0.3228,5,10,0,0,7.02,43.3,C,1
COMP_1543,auto_components,bihar,0.84,106102.6,8841.88,1220.52,89126.19,73.02,1.0,10,0,0,1,7.76,70.0,B+,3
COMP_1544,paper,madhya_pradesh,0.83,438466.7,36538.89,4360.64,645949.14,148.13,0.2117,5,15,0,0,8.11,47.2,C,1
COMP_1545,chemicals,kerala,0.42,615988.64,51332.39,13963.95,654919.12,46.9,0.351,0,0,0,0,7.94,45.6,C,1
COMP_1546,paper,delhi,0.72,367521.14,30626.76,5164.79,264615.22,51.23,0.2047,10,0,0,1,8.06,43.6,C,1
COMP_1547,cement,maharashtra,0.79,1042183.68,86848.64,10845.92,1493657.66,137.72,0.1233,0,10,0,0,6.31,52.9,B,2
COMP_1548,pharma,rajasthan,0.88,223565.46,18630.46,3412.32,196737.61,57.66,0.7033,5,5,1,0,7.88,70.6,B+,3
COMP_1549,steel,uttar_pradesh,0.85,246082.41,20506.87,2041.99,367450.25,179.95,0.8465,0,15,0,0,6.2,54.1,B,2
COMP_1550,paper,punjab,0.76,415557.72,34629.81,4248.94,583110.59,137.24,0.2881,10,0,0,1,7.13,49.1,C,1
COMP_1551,pharma,rajasthan,0.88,73910.42,6159.2,1569.78,65041.17,41.43,0.8701,0,0,1,0,7.57,66.6,B+,3
COMP_1552,chemicals,gujarat,0.82,638469.94,53205.83,6071.68,934209.21,153.86,0.3272,25,0,0,0,7.36,39.4,C,1
COMP_1553,cement,maharashtra,0.79,503593.77,41966.15,4052.86,397839.07,98.16,0.6455,0,0,0,0,6.99,50.1,B,2
COMP_1554,pharma,chhattisgarh,0.92,130297.73,10858.14,2346.48,203681.42,86.8,0.8394,0,0,0,1,8.71,63.6,B,2
COMP_1555,textile,odisha,0.91,130051.54,10837.63,1661.31,118346.91,71.24,0.6343,0,0,1,1,6.83,77.0,B+,3
COMP_1556,pharma,kerala,0.42,175868.93,14655.74,2426.65,186983.85,77.05,0.5409,0,0,0,1,7.55,62.0,B,2
COMP_1557,steel,gujarat,0.82,345369.0,28780.75,7246.11,283202.58,39.08,0.8172,15,0,0,0,7.31,55.3,B,2
COMP_1558,it_services,bihar,0.84,122553.2,10212.77,1515.05,102944.69,67.95,0.4852,5,0,0,0,8.22,55.8,B,2
COMP_1559,plastics,haryana,0.8,383577.62,31964.8,3291.6,306862.1,93.23,0.2141,0,10,0,0,7.19,48.3,C,1
COMP_1560,steel,andhra_pradesh,0.72,246459.98,20538.33,4203.53,335974.24,79.93,0.8446,20,0,0,0,6.74,70.0,B+,3
COMP_1561,paper,west_bengal,0.9,460597.72,38383.14,9750.49,710794.41,72.9,0.2434,0,0,0,0,7.65,40.4,C,1
COMP_1562,it_services,maharashtra,0.79,32168.99,2680.75,610.39,25413.5,41.64,0.9306,0,0,0,0,8.49,66.8,B+,3
COMP_1563,food_processing,madhya_pradesh,0.83,138926.12,11577.18,2681.64,204665.95,76.32,0.7466,5,0,0,0,6.49,56.9,B,2
COMP_1564,pharma,odisha,0.91,311581.3,25965.11,4134.22,283538.98,68.58,0.5372,0,10,1,0,7.6,67.3,B+,3
COMP_1565,textile,karnataka,0.62,100139.71,8344.98,2170.54,62086.62,28.6,0.5859,0,0,0,1,7.67,55.4,B,2
COMP_1566,plastics,andhra_pradesh,0.72,153345.54,12778.8,3427.48,110408.79,32.21,0.5544,0,0,0,0,7.2,44.7,C,1
COMP_1567,cement,rajasthan,0.88,1033451.47,86120.96,12382.38,909437.3,73.45,0.4203,0,0,0,1,6.61,63.9,B,2
COMP_1568,paper,kerala,0.42,266655.58,22221.3,4547.53,283508.21,62.34,0.5835,5,0,1,1,7.48,75.6,B+,3
COMP_1569,chemicals,telangana,0.74,136310.25,11359.19,1281.16,188544.34,147.17,0.9192,0,0,1,1,8.38,78.3,B+,3
COMP_1570,food_processing,rajasthan,0.88,195814.31,16317.86,3456.74,298264.35,86.28,0.6117,0,0,0,1,6.83,61.3,B,2
COMP_1571,auto_components,tamil_nadu,0.68,419820.0,34985.0,4773.72,555505.82,116.37,0.3074,10,0,0,0,6.64,51.4,B,2
COMP_1572,auto_components,tamil_nadu,0.68,310041.78,25836.81,4437.0,210828.41,47.52,0.3593,0,0,0,0,7.19,53.6,B,2
COMP_1573,food_processing,haryana,0.8,159640.85,13303.4,3536.46,127712.68,36.11,0.6591,0,10,0,1,6.57,66.7,B+,3
COMP_1574,cement,gujarat,0.82,656030.15,54669.18,5603.41,959903.31,171.31,0.5819,10,0,0,1,6.89,53.0,B,2
COMP_1575,textile,bihar,0.84,108509.45,9042.45,1806.11,91147.94,50.47,0.6943,0,0,0,0,7.21,66.6,B+,3
COMP_1576,auto_components,bihar,0.84,445917.76,37159.81,10198.11,661385.22,64.85,0.3594,30,30,0,1,7.85,65.1,B+,3
COMP_1577,food_processing,gujarat,0.82,112564.41,9380.37,1422.3,92302.82,64.9,0.7167,25,0,0,1,7.38,60.1,B,2
COMP_1578,steel,delhi,0.72,895266.22,74605.52,11826.39,644591.68,54.5,0.2634,0,0,0,0,7.44,47.2,C,1
COMP_1579,it_services,chhattisgarh,0.92,54457.74,4538.15,590.28,50101.12,84.88,0.4725,0,0,0,0,9.83,49.1,C,1
COMP_1580,steel,kerala,0.42,886722.18,73893.52,14335.8,372423.32,25.98,0.1619,0,0,0,0,6.97,46.3,C,1
COMP_1581,textile,delhi,0.72,290839.33,24236.61,4029.33,396472.17,98.4,0.2118,10,5,0,0,7.68,43.6,C,1
COMP_1582,textile,west_bengal,0.9,44799.82,3733.32,649.9,69135.08,106.38,0.6964,0,0,0,0,8.19,53.0,B,2
COMP_1583,textile,uttar_pradesh,0.85,269976.2,22498.02,5919.5,229479.77,38.77,0.293,0,5,0,0,7.11,44.1,C,1
COMP_1584,food_processing,delhi,0.72,116696.63,9724.72,1616.88,84021.58,51.97,0.7332,0,10,0,0,7.55,66.1,B+,3
COMP_1585,paper,bihar,0.84,352797.76,29399.81,4104.13,523269.64,127.5,0.2806,0,0,0,0,7.2,39.9,C,1
COMP_1586,cement,chhattisgarh,0.92,698568.32,58214.03,9489.86,1092001.99,115.07,0.509,50,0,0,1,6.54,63.2,B,2
COMP_1587,chemicals,madhya_pradesh,0.83,396759.47,33063.29,3612.3,329310.36,91.16,0.5716,0,0,0,0,7.44,55.3,B,2
COMP_1588,pharma,punjab,0.76,318529.19,26544.1,7402.87,242082.18,32.7,0.2495,0,0,0,1,8.72,53.3,B,2
COMP_1589,auto_components,bihar,0.84,490211.72,40850.98,9015.06,411777.85,45.68,0.3497,0,10,0,1,7.59,63.4,B,2
COMP_1590,plastics,madhya_pradesh,0.83,61087.07,5090.59,1122.53,50702.27,45.17,0.7818,0,0,0,0,7.09,60.9,B,2
COMP_1591,it_services,punjab,0.76,104137.21,8678.1,1591.05,79144.28,49.74,0.4362,0,0,0,1,9.05,59.0,B,2
COMP_1592,it_services,bihar,0.84,90180.8,7515.07,1229.13,75751.87,61.63,0.5762,0,0,0,0,9.89,55.7,B,2
COMP_1593,food_processing,andhra_pradesh,0.72,253244.2,21103.68,2317.61,182335.82,78.67,0.0861,0,20,0,0,6.56,40.1,C,1
COMP_1594,food_processing,rajasthan,0.88,142548.43,11879.04,1505.64,217129.77,144.21,0.5658,0,0,0,1,7.56,65.9,B+,3
COMP_1595,food_processing,kerala,0.42,155339.38,12944.95,3534.66,65242.54,18.46,0.6371,15,0,0,0,7.51,55.1,B,2
COMP_1596,paper,west_bengal,0.9,461132.89,38427.74,5358.92,415019.6,77.44,0.051,0,0,1,0,6.98,47.0,C,1
COMP_1597,auto_components,maharashtra,0.79,226383.97,18865.33,2632.64,324453.5,123.24,0.7826,5,5,0,1,6.59,74.6,B+,3
COMP_1598,plastics,karnataka,0.62,116349.33,9695.78,2022.45,146972.48,72.67,0.8279,0,0,1,0,7.56,72.0,B+,3
COMP_1599,steel,chhattisgarh,0.92,727810.33,60650.86,15664.38,1137713.1,72.63,0.5625,0,10,0,0,6.29,62.0,B,2
COMP_1600,textile,west_bengal,0.9,252026.27,21002.19,3427.47,226823.65,66.18,0.0685,0,0,1,0,7.22,53.8,B,2
COMP_1601,it_services,chhattisgarh,0.92,90711.74,7559.31,1443.64,83454.8,57.81,0.4677,30,0,0,0,9.1,53.2,B,2
COMP_1602,pharma,delhi,0.72,295438.13,24619.84,6665.97,212715.46,31.91,0.174,25,0,0,0,8.53,51.6,B,2
COMP_1603,cement,chhattisgarh,0.92,795966.74,66330.56,17326.76,732289.41,42.26,0.3954,5,5,0,0,5.88,49.4,C,1
COMP_1604,paper,bihar,0.84,140266.73,11688.89,1270.94,117824.06,92.71,0.7745,15,10,0,0,6.83,61.8,B,2
COMP_1605,pharma,bihar,0.84,311689.42,25974.12,4000.05,462297.75,115.57,0.3063,0,0,1,0,8.82,54.2,B,2
COMP_1606,auto_components,delhi,0.72,279942.1,23328.51,5981.38,201558.31,33.7,0.4362,0,20,0,0,7.67,53.8,B,2
COMP_1607,chemicals,karnataka,0.62,526716.08,43893.01,9118.31,326563.97,35.81,0.5012,0,0,0,0,7.82,42.5,C,1
COMP_1608,cement,rajasthan,0.88,956131.64,79677.64,15736.64,1456379.72,92.55,0.3014,0,0,1,1,6.89,70.2,B+,3
COMP_1609,plastics,tamil_nadu,0.68,261755.97,21813.0,3786.65,177994.06,47.01,0.5455,0,0,0,1,7.85,65.1,B+,3
COMP_1610,textile,rajasthan,0.88,40640.99,3386.75,572.03,61904.36,108.22,0.7604,0,0,0,0,7.83,68.4,B+,3
COMP_1611,pharma,bihar,0.84,172015.59,14334.63,4252.63,144493.09,33.98,0.7254,0,10,0,0,8.94,63.0,B,2
COMP_1612,plastics,tamil_nadu,0.68,152537.61,12711.47,2947.39,103725.57,35.19,0.6201,0,0,0,0,7.76,67.8,B+,3
COMP_1613,pharma,maharashtra,0.79,73796.93,6149.74,800.9,58299.58,72.79,0.7509,20,0,0,0,8.9,55.4,B,2
COMP_1614,plastics,telangana,0.74,378893.7,31574.48,5484.09,280381.34,51.13,0.195,0,10,0,0,7.38,45.0,C,1
COMP_1615,it_services,maharashtra,0.79,64832.4,5402.7,930.94,51217.6,55.02,0.7186,0,0,0,1,8.72,72.5,B+,3
COMP_1616,auto_components,jharkhand,0.89,482677.82,40223.15,10612.91,429583.26,40.48,0.2164,5,0,0,0,6.83,45.1,C,1
COMP_1617,paper,telangana,0.74,479631.74,39969.31,10839.48,663426.63,61.2,0.1717,0,0,0,0,6.74,52.0,B,2
COMP_1618,paper,madhya_pradesh,0.83,79209.15,6600.76,1213.51,65743.59,54.18,0.9097,25,0,0,0,7.97,63.0,B,2
COMP_1619,it_services,tamil_nadu,0.68,24086.0,2007.17,260.76,16378.48,62.81,0.8824,5,15,0,0,9.83,65.6,B+,3
COMP_1620,textile,haryana,0.8,184183.76,15348.65,2018.8,147347.01,72.99,0.4193,0,0,0,0,8.19,46.1,C,1
COMP_1621,auto_components,jharkhand,0.89,157959.25,13163.27,1876.26,140583.74,74.93,0.8008,15,0,0,0,7.52,62.0,B,2
COMP_1622,it_services,uttar_pradesh,0.85,96961.58,8080.13,2311.98,82417.35,35.65,0.4971,10,0,0,1,8.96,59.4,B,2
COMP_1623,steel,telangana,0.74,824177.27,68681.44,20469.03,1140002.0,55.69,0.2867,0,0,0,0,7.33,50.0,C,1
COMP_1624,chemicals,odisha,0.91,584699.07,48724.92,10718.12,908154.6,84.73,0.2622,0,0,0,0,7.35,52.1,B,2
COMP_1625,plastics,jharkhand,0.89,419572.78,34964.4,4974.95,373419.77,75.06,0.0915,0,0,1,0,7.55,48.6,C,1
COMP_1626,food_processing,odisha,0.91,138354.74,11529.56,3406.52,125902.82,36.96,0.7651,10,20,0,0,6.8,70.3,B+,3
COMP_1627,pharma,madhya_pradesh,0.83,83398.08,6949.84,1452.8,69220.4,47.65,0.6359,5,0,0,0,7.52,50.8,B,2
COMP_1628,plastics,jharkhand,0.89,302830.45,25235.87,5265.04,269519.1,51.19,0.1594,15,0,0,1,7.38,51.4,B,2
COMP_1629,paper,telangana,0.74,384548.78,32045.73,9601.11,284566.1,29.64,0.3313,0,0,0,0,7.76,46.0,C,1
COMP_1630,it_services,gujarat,0.82,129139.04,10761.59,1920.6,105894.01,55.14,0.241,30,0,0,0,8.58,53.2,B,2
COMP_1631,steel,west_bengal,0.9,840552.65,70046.05,11967.34,1297140.85,108.39,0.3984,0,0,0,1,6.59,52.5,B,2
COMP_1632,paper,telangana,0.74,336183.39,28015.28,5094.61,465008.87,91.27,0.4167,0,0,1,0,7.5,59.3,B,2
COMP_1633,textile,jharkhand,0.89,238243.28,19853.61,2302.38,365274.59,158.65,0.2779,10,15,0,1,7.32,56.3,B,2
COMP_1634,food_processing,gujarat,0.82,322688.71,26890.73,4381.88,472158.11,107.75,0.156,0,0,0,1,6.79,62.6,B,2
COMP_1635,plastics,telangana,0.74,367986.88,30665.57,3942.42,272310.29,69.07,0.2839,0,0,0,0,8.15,36.5,C,1
COMP_1636,it_services,haryana,0.8,166655.97,13888.0,3002.98,133324.78,44.4,0.1087,0,15,0,0,8.96,46.0,C,1
COMP_1637,it_services,chhattisgarh,0.92,158971.19,13247.6,1585.74,146253.49,92.23,0.093,0,0,0,1,9.48,54.7,B,2
COMP_1638,steel,odisha,0.91,267768.21,22314.02,2761.95,415897.58,150.58,0.8076,0,0,1,0,6.79,60.1,B,2
COMP_1639,steel,kerala,0.42,184095.35,15341.28,2705.87,195730.17,72.34,0.6439,5,0,0,0,6.27,64.0,B,2
COMP_1640,textile,rajasthan,0.88,41412.45,3451.04,720.44,36442.95,50.58,0.8802,0,30,0,1,8.24,64.7,B,2
COMP_1641,cement,tamil_nadu,0.68,473837.31,39486.44,10271.18,626981.52,61.04,0.4244,20,0,0,0,6.85,56.0,B,2
COMP_1642,chemicals,tamil_nadu,0.68,515109.11,42925.76,10707.49,681592.37,63.66,0.267,0,5,0,0,7.22,48.1,C,1
COMP_1643,textile,andhra_pradesh,0.72,109147.36,9095.61,1392.6,148789.68,106.84,0.5941,10,0,0,1,7.88,76.6,B+,3
COMP_1644,food_processing,uttar_pradesh,0.85,52995.24,4416.27,1057.25,45045.96,42.61,1.0,0,0,0,1,7.34,80.5,A,4
COMP_1645,pharma,madhya_pradesh,0.83,343270.19,28605.85,4927.39,284914.26,57.82,0.2506,0,0,0,0,8.12,44.8,C,1
COMP_1646,chemicals,karnataka,0.62,683891.9,56990.99,8398.08,424012.98,50.49,0.0565,0,10,0,1,7.66,48.5,C,1
COMP_1647,food_processing,kerala,0.42,346383.02,28865.25,3843.63,145480.87,37.85,0.2238,10,0,0,0,7.1,52.2,B,2
COMP_1648,pharma,rajasthan,0.88,99827.43,8318.95,1117.14,87848.14,78.64,1.0,20,10,0,1,8.82,78.2,B+,3
COMP_1649,chemicals,karnataka,0.62,278245.22,23187.1,3589.02,351479.37,97.93,0.7523,5,15,0,0,8.49,62.0,B,2
COMP_1650,cement,chhattisgarh,0.92,462492.09,38541.01,5083.72,425492.73,83.7,0.7137,5,0,0,1,6.17,71.2,B+,3
COMP_1651,food_processing,kerala,0.42,65037.96,5419.83,1253.36,27315.94,21.79,0.8935,0,0,1,0,6.76,76.6,B+,3
COMP_1652,auto_components,chhattisgarh,0.92,443073.12,36922.76,7330.55,407627.27,55.61,0.2824,30,0,0,0,7.86,50.3,B,2
COMP_1653,cement,jharkhand,0.89,746178.53,62181.54,16511.3,664098.89,40.22,0.3627,5,0,0,0,6.48,52.7,B,2
COMP_1654,pharma,haryana,0.8,361456.75,30121.4,8334.09,289165.4,34.7,0.3376,0,0,0,0,7.39,52.6,B,2
COMP_1655,it_services,delhi,0.72,38998.35,3249.86,384.74,28078.81,72.98,0.9319,5,20,0,1,8.64,80.7,A,4
COMP_1656,chemicals,telangana,0.74,261801.32,21816.78,5649.48,193732.98,34.29,0.547,10,15,0,0,7.59,54.5,B,2
COMP_1657,cement,telangana,0.74,935671.39,77972.62,20176.45,1294220.67,64.15,0.1294,10,0,0,0,6.61,50.7,B,2
COMP_1658,it_services,punjab,0.76,138568.35,11547.36,1479.59,105311.94,71.18,0.2396,5,0,0,0,8.42,45.4,C,1
COMP_1659,cement,rajasthan,0.88,549204.14,45767.01,7843.95,836547.74,106.65,0.6198,5,0,1,0,6.97,69.5,B+,3
COMP_1660,textile,bihar,0.84,132972.34,11081.03,2137.45,111696.76,52.26,0.7191,50,0,0,0,7.26,56.3,B,2
COMP_1661,steel,andhra_pradesh,0.72,267857.72,22321.48,5055.68,365143.64,72.22,0.7206,25,0,0,1,7.04,73.5,B+,3
COMP_1662,it_services,tamil_nadu,0.68,101024.87,8418.74,1119.36,68696.91,61.37,0.5969,0,5,0,0,9.46,51.5,B,2
COMP_1663,textile,haryana,0.8,298461.1,24871.76,2602.03,238768.88,91.76,0.1963,0,0,1,0,7.11,58.4,B,2
COMP_1664,plastics,rajasthan,0.88,371186.71,30932.23,8813.32,326644.3,37.06,0.146,0,20,0,0,8.33,43.8,C,1
COMP_1665,chemicals,rajasthan,0.88,280424.85,23368.74,4592.85,427143.13,93.0,0.6179,0,15,0,0,7.25,57.0,B,2
COMP_1666,paper,chhattisgarh,0.92,182825.48,15235.46,4271.32,168199.44,39.38,0.7318,5,20,1,1,6.78,68.7,B+,3
COMP_1667,it_services,tamil_nadu,0.68,113204.13,9433.68,1189.69,76978.81,64.7,0.4954,0,0,1,1,9.83,60.9,B,2
COMP_1668,auto_components,rajasthan,0.88,599517.01,49959.75,10688.76,527574.97,49.36,0.273,30,10,0,0,7.82,44.4,C,1
COMP_1669,plastics,gujarat,0.82,379680.97,31640.08,4439.23,555549.19,125.15,0.425,0,0,1,0,7.02,63.8,B,2
COMP_1670,paper,gujarat,0.82,383120.07,31926.67,3985.14,560581.28,140.67,0.323,0,0,0,0,7.69,54.6,B,2
COMP_1671,cement,andhra_pradesh,0.72,420570.32,35047.53,4223.67,302810.63,71.69,0.7051,25,0,0,0,6.5,61.9,B,2
COMP_1672,steel,karnataka,0.62,512918.58,42743.21,10359.88,647918.75,62.54,0.5035,10,0,0,0,6.69,57.4,B,2
COMP_1673,food_processing,west_bengal,0.9,268431.59,22369.3,3626.63,241588.43,66.62,0.3123,15,0,0,1,7.02,55.2,B,2
COMP_1674,pharma,uttar_pradesh,0.85,283553.62,23629.47,3757.45,241020.58,64.14,0.3543,15,0,0,1,7.45,59.7,B,2
COMP_1675,it_services,haryana,0.8,138310.79,11525.9,2034.49,110648.63,54.39,0.4051,5,0,1,1,8.97,74.9,B+,3
COMP_1676,plastics,telangana,0.74,303045.0,25253.75,4250.04,224253.3,52.76,0.3191,10,0,0,0,7.69,48.7,C,1
COMP_1677,cement,delhi,0.72,1034530.95,86210.91,13393.29,1410272.59,105.3,0.0494,40,0,1,0,6.76,49.2,C,1
COMP_1678,it_services,maharashtra,0.79,48377.84,4031.49,1070.99,38218.49,35.69,0.8106,0,0,0,0,8.51,59.5,B,2
