scenario_id,industry,state,grid_factor,solar_irradiation,monthly_kwh,baseline_co2_kg,tariff_per_kwh,solar_percent,ev_percent,peak_shift_hours,solar_co2_saved,ev_co2_saved,peak_co2_saved,total_co2_saved_kg,new_monthly_co2_kg,cost_saved_rs_month,cost_saved_rs_year,reduction_percent
SIM_04236,pharma,kerala,0.42,4.2,8065.68,3387.59,8.06,44.29,30.49,4.66,1395.48,333.85,315.86,2036.47,1351.11,42414.98,508979.72,60.12
SIM_04237,auto_components,maharashtra,0.79,5.1,40828.26,32254.32,6.92,17.37,39.22,2.47,5968.42,2109.52,1590.38,8416.94,23837.39,166071.87,1992862.49,26.1
SIM_04238,steel,madhya_pradesh,0.83,5.3,51493.92,42739.96,7.52,2.56,29.96,0.63,1196.44,2435.84,539.02,4162.4,38577.56,142490.56,1709886.69,9.74
SIM_04239,food_processing,gujarat,0.82,5.6,17022.34,13958.32,6.32,26.37,11.17,1.19,4196.05,216.22,330.84,4922.89,9035.43,44582.54,534990.5,35.27
SIM_04240,pharma,kerala,0.42,4.2,10821.85,4545.18,7.35,60.6,54.93,4.83,2561.36,1139.28,438.78,4344.73,200.44,94259.3,1131111.6,95.59
SIM_04241,it_services,chhattisgarh,0.92,4.9,11244.65,10345.08,9.87,39.28,6.57,0.63,4205.39,80.29,130.8,4078.81,6266.27,50136.69,601640.26,39.43
SIM_04242,pharma,jharkhand,0.89,4.6,21566.98,19194.61,7.29,29.69,16.82,5.15,5641.04,435.06,1975.65,8798.25,10396.36,75322.83,903873.93,45.84
SIM_04243,plastics,rajasthan,0.88,5.8,17335.49,15255.23,6.99,57.59,31.4,6.47,10279.6,828.07,1972.98,11888.59,3366.65,132276.55,1587318.6,77.93
SIM_04244,cement,jharkhand,0.89,4.6,33819.44,30099.3,7.31,44.24,17.2,6.97,13181.58,565.81,4195.78,14306.6,15792.7,150136.5,1801638.02,47.53
SIM_04245,auto_components,madhya_pradesh,0.83,5.3,42298.47,35107.73,6.24,61.52,0.32,2.49,23648.91,16.29,1745.5,22159.48,12948.25,182578.05,2190936.63,63.12
SIM_04246,textile,maharashtra,0.79,5.1,3399.34,2685.48,8.43,16.53,5.17,0.84,472.72,39.35,45.22,486.22,2199.26,7231.99,86783.87,18.11
SIM_04247,food_processing,chhattisgarh,0.92,4.9,16053.91,14769.59,6.1,40.0,42.32,1.01,6115.3,736.08,296.89,6048.55,8721.04,83152.46,997829.52,40.95
SIM_04248,it_services,rajasthan,0.88,5.8,12491.91,10992.88,8.05,47.7,42.99,4.6,6135.46,753.33,1010.82,7807.28,3185.59,100617.85,1207414.15,71.02
SIM_04249,textile,haryana,0.8,5.1,23718.27,18974.61,8.51,62.24,40.48,0.68,12576.84,1025.45,257.19,13663.7,5310.91,188326.85,2259922.25,72.01
SIM_04250,plastics,west_bengal,0.9,4.5,15515.92,13964.33,7.89,36.52,55.46,1.9,4972.47,788.44,529.88,6988.35,6975.98,89321.38,1071856.53,50.04
SIM_04251,it_services,tamil_nadu,0.68,5.0,13148.96,8941.29,8.32,26.77,6.73,2.55,2513.01,98.22,456.61,3460.0,5481.29,37153.02,445836.28,38.7
SIM_04252,auto_components,tamil_nadu,0.68,5.0,31244.91,21246.54,6.77,40.88,20.98,6.81,9120.88,1000.58,2892.14,12262.11,8984.43,147722.37,1772668.46,57.71
SIM_04253,plastics,madhya_pradesh,0.83,5.3,5639.67,4680.93,8.71,17.59,6.15,6.92,901.59,56.7,647.77,1617.76,3063.16,14525.73,174308.82,34.56
SIM_04254,it_services,tamil_nadu,0.68,5.0,13065.38,8884.46,9.76,42.91,52.64,2.51,4002.86,783.94,446.36,4505.0,4379.46,97225.87,1166710.45,50.71
SIM_04255,cement,madhya_pradesh,0.83,5.3,33839.71,28086.96,6.56,75.29,50.61,7.12,19660.87,2778.61,4000.33,27280.68,806.28,313280.21,3759362.57,97.13
SIM_04256,auto_components,maharashtra,0.79,5.1,48552.01,38356.08,7.21,57.98,6.33,4.46,23685.57,498.91,3419.0,25301.74,13054.35,251371.53,3016458.33,65.97
SIM_04257,textile,gujarat,0.82,5.6,14703.08,12056.53,6.72,3.3,7.68,7.29,453.32,110.53,1758.98,2352.44,9704.09,13903.32,166839.8,19.51
SIM_04258,cement,gujarat,0.82,5.6,36691.2,30086.78,6.07,34.52,53.77,6.47,11841.6,2951.03,3890.75,19270.36,10816.42,252918.99,3035027.87,64.05
SIM_04259,plastics,rajasthan,0.88,5.8,29512.66,25971.14,8.62,44.12,3.65,4.9,13407.4,148.32,2546.56,17106.44,8864.7,147002.86,1764034.37,65.87
SIM_04260,plastics,gujarat,0.82,5.6,23880.26,19581.81,6.86,43.56,37.57,0.45,9723.21,1258.49,175.45,10743.67,8838.14,148552.04,1782624.51,54.87
SIM_04261,food_processing,karnataka,0.62,5.3,4952.95,3070.83,8.0,44.57,24.87,1.05,1498.63,214.93,64.33,1546.69,1524.14,29580.49,354965.92,50.37
SIM_04262,food_processing,uttar_pradesh,0.85,4.8,17975.68,15279.33,6.57,25.54,10.99,2.52,3980.33,185.06,769.74,4762.44,10516.89,42568.75,510825.0,31.17
SIM_04263,paper,uttar_pradesh,0.85,4.8,12859.97,10930.97,7.6,73.42,4.16,6.82,7651.68,72.17,1492.06,9980.56,950.41,76305.14,915661.63,91.31
SIM_04264,it_services,uttar_pradesh,0.85,4.8,11739.66,9978.71,8.49,55.01,56.16,3.72,5599.49,1005.68,741.93,7023.68,2955.03,112708.33,1352499.93,70.39
SIM_04265,chemicals,punjab,0.76,5.0,29450.4,22382.3,7.63,75.7,35.81,7.98,15667.61,1457.09,3571.92,20182.39,2199.91,242220.19,2906642.29,90.17
SIM_04266,steel,gujarat,0.82,5.6,43776.85,35897.01,6.26,29.16,39.84,7.85,11934.14,2590.33,5638.37,22030.59,13866.42,241551.38,2898616.51,61.37
SIM_04267,it_services,delhi,0.72,4.9,10859.18,7818.61,9.78,3.61,23.58,5.79,292.44,302.25,905.4,1521.04,6297.57,22643.55,271722.57,19.45
SIM_04268,it_services,rajasthan,0.88,5.8,10688.39,9405.79,8.69,65.9,54.04,2.31,6584.05,851.78,434.76,7876.37,1529.41,113486.93,1361843.15,83.74
SIM_04269,paper,telangana,0.74,5.2,12117.23,8966.75,6.65,50.95,45.88,7.46,4934.09,784.38,1338.67,6518.71,2448.04,87331.45,1047977.44,72.7
SIM_04270,auto_components,maharashtra,0.79,5.1,35182.82,27794.43,6.26,4.6,46.61,7.82,1362.58,2076.73,4349.52,6953.55,20840.88,129047.87,1548574.48,25.02
SIM_04271,textile,bihar,0.84,4.7,14938.1,12548.0,6.65,12.59,8.37,0.15,1587.65,122.45,37.65,1679.28,10868.72,19246.14,230953.71,13.38
SIM_04272,cement,tamil_nadu,0.68,5.0,78656.15,53486.19,6.17,61.87,49.83,5.66,34747.91,5714.5,6050.08,44233.22,9252.97,607671.48,7292057.79,82.7
SIM_04273,pharma,karnataka,0.62,5.3,19940.11,12362.87,7.35,67.04,56.03,3.31,8654.01,1490.76,817.8,11154.39,1208.48,174860.11,2098321.27,90.22
SIM_04274,textile,uttar_pradesh,0.85,4.8,23230.44,19745.88,8.58,14.65,21.21,4.16,2950.06,807.92,1643.26,4727.6,15018.27,78536.97,942443.65,23.94
SIM_04275,it_services,odisha,0.91,4.7,7775.83,7076.0,8.05,66.05,25.21,3.71,4697.38,204.76,524.39,5580.56,1495.45,54535.9,654430.85,78.87
SIM_04276,auto_components,odisha,0.91,4.7,39288.99,35752.98,6.81,47.26,29.4,0.18,16980.31,963.66,129.45,17210.16,18542.81,181938.6,2183263.18,48.14
SIM_04277,cement,madhya_pradesh,0.83,5.3,65983.06,54765.94,6.4,78.73,28.3,2.55,38336.16,1599.55,2791.71,43270.76,11495.18,387578.1,4650937.21,79.01
SIM_04278,auto_components,kerala,0.42,4.2,12901.84,5418.77,6.45,71.72,48.7,4.63,3614.15,985.12,501.76,4743.87,674.9,98529.94,1182359.27,87.55
SIM_04279,food_processing,karnataka,0.62,5.3,11765.98,7294.91,5.95,11.82,53.88,1.45,944.17,1089.03,211.18,2194.0,5100.91,60299.47,723593.7,30.08
SIM_04280,pharma,bihar,0.84,4.7,33538.61,28172.43,7.07,38.34,32.29,2.02,10856.09,1388.01,1139.24,13784.76,14387.67,168994.92,2027939.0,48.93
SIM_04281,cement,punjab,0.76,5.0,63248.76,48069.05,6.74,62.8,6.95,0.43,31694.97,444.9,410.82,29608.07,18460.99,304957.73,3659492.8,61.59
SIM_04282,auto_components,telangana,0.74,5.2,47794.45,35367.89,8.0,33.47,40.77,7.69,12783.88,2614.34,5441.95,21039.98,14327.92,287105.53,3445266.41,59.49
SIM_04283,it_services,tamil_nadu,0.68,5.0,10803.65,7346.49,10.28,15.88,33.65,0.37,1224.68,500.85,54.34,1775.0,5571.49,42936.6,515239.19,24.16
SIM_04284,chemicals,uttar_pradesh,0.85,4.8,48280.98,41038.83,8.95,69.73,14.83,0.08,28727.18,755.36,67.85,26968.31,14070.52,343724.46,4124693.58,65.71
SIM_04285,paper,rajasthan,0.88,5.8,14037.22,12352.75,6.5,39.27,42.8,2.42,5675.53,592.68,597.66,6244.08,6108.67,76074.32,912891.79,50.55
SIM_04286,it_services,tamil_nadu,0.68,5.0,9992.65,6795.0,8.07,22.28,30.54,6.24,1589.9,409.62,848.38,2707.55,4087.46,41668.77,500025.23,39.85
SIM_04287,textile,kerala,0.42,4.2,21721.48,9123.02,8.2,36.86,32.41,1.95,3127.21,926.94,355.95,4700.06,4422.96,101511.72,1218140.65,51.52
SIM_04288,steel,madhya_pradesh,0.83,5.3,55688.55,46221.5,7.59,29.46,54.53,1.46,14910.19,4914.9,1351.56,20552.64,25668.86,402673.87,4832086.44,44.47
SIM_04289,plastics,telangana,0.74,5.2,7739.45,5727.19,7.69,9.69,3.78,4.21,599.61,45.48,482.46,1159.55,4567.64,10022.27,120267.25,20.25
SIM_04290,paper,punjab,0.76,5.0,30403.54,23106.69,7.13,18.96,43.46,5.97,4599.15,1686.45,2760.93,9638.71,13467.98,136750.53,1641006.33,41.71
SIM_04291,cement,haryana,0.8,5.1,34197.76,27358.21,5.77,31.37,36.34,5.25,9140.43,1957.56,2873.32,13184.45,14173.76,174545.99,2094551.92,48.19
SIM_04292,it_services,bihar,0.84,4.7,12806.46,10757.42,9.08,28.55,6.56,1.91,3086.94,124.05,410.07,3700.73,7056.7,41364.24,496370.84,34.4
SIM_04293,food_processing,uttar_pradesh,0.85,4.8,9669.62,8219.18,6.5,63.92,20.33,5.32,5358.98,304.7,874.33,4954.09,3265.08,59529.3,714351.61,60.27
SIM_04294,cement,west_bengal,0.9,4.5,87778.72,79000.85,7.2,36.96,20.32,7.43,28472.58,1580.28,11746.75,38795.39,40205.46,344709.24,4136510.86,49.11
SIM_04295,paper,andhra_pradesh,0.72,5.4,10918.5,7861.32,6.9,37.09,38.67,7.27,3236.85,599.95,1143.17,5126.06,2735.26,64058.75,768704.96,65.21
SIM_04296,food_processing,chhattisgarh,0.92,4.9,23305.22,21440.8,6.67,64.59,11.36,2.72,14333.39,247.39,1165.16,14036.87,7403.93,120626.82,1447521.79,65.47
SIM_04297,paper,rajasthan,0.88,5.8,34558.96,30411.89,8.39,10.51,11.86,6.38,3740.51,379.84,3881.06,8301.31,22110.57,67808.82,813705.79,27.3
SIM_04298,chemicals,maharashtra,0.79,5.1,48376.2,38217.2,7.89,29.33,47.34,3.26,11937.73,3348.34,2495.39,17868.06,20349.14,300686.89,3608242.68,46.75
SIM_04299,steel,telangana,0.74,5.2,39897.95,29524.48,6.55,4.56,37.68,0.41,1454.81,1770.65,242.61,4017.46,25507.03,102440.05,1229280.58,13.61
SIM_04300,textile,gujarat,0.82,5.6,9984.41,8187.22,7.25,71.46,57.58,6.1,5731.05,641.93,998.64,7353.97,833.24,87403.66,1048843.9,89.82
SIM_04301,steel,uttar_pradesh,0.85,4.8,29615.22,25172.94,7.23,57.03,26.47,6.16,14643.36,1101.34,3101.36,18618.03,6554.91,192216.89,2306602.66,73.96
SIM_04302,pharma,gujarat,0.82,5.6,8490.62,6962.3,9.14,10.54,46.54,5.33,836.67,623.51,742.58,2374.58,4587.72,44900.55,538806.59,34.11
SIM_04303,food_processing,jharkhand,0.89,4.6,5526.15,4918.28,6.15,67.45,45.52,2.81,3284.09,268.4,276.8,3771.24,1147.04,38257.75,459093.02,76.68
SIM_04304,pharma,delhi,0.72,4.9,6626.94,4771.4,7.45,43.26,26.26,7.54,2136.49,182.53,719.98,3115.68,1655.72,33387.36,400648.34,65.3
SIM_04305,plastics,uttar_pradesh,0.85,4.8,7578.02,6441.32,8.15,5.63,26.31,2.25,369.87,256.37,289.94,844.03,5597.29,18280.75,219368.96,13.1
SIM_04306,paper,haryana,0.8,5.1,13893.52,11114.81,7.82,11.58,57.21,7.07,1371.15,702.51,1570.74,3305.2,7809.61,54762.05,657144.58,29.74
SIM_04307,auto_components,telangana,0.74,5.2,27158.03,20096.95,7.91,52.53,28.2,7.72,11401.51,1087.79,3101.22,15561.72,4535.22,186447.57,2237370.8,77.43
SIM_04308,paper,chhattisgarh,0.92,4.9,7664.22,7051.08,6.98,46.67,30.68,6.28,3406.24,353.49,885.19,4271.77,2779.31,48050.52,576606.18,60.58
SIM_04309,it_services,uttar_pradesh,0.85,4.8,14576.17,12389.75,7.68,55.7,26.36,0.03,7039.28,509.63,6.43,7935.82,4453.93,91260.46,1095125.51,64.05
SIM_04310,pharma,delhi,0.72,4.9,34044.54,24512.07,7.44,64.96,3.74,1.89,16481.5,152.57,927.16,17317.52,7194.55,180770.54,2169246.43,70.65
SIM_04311,food_processing,andhra_pradesh,0.72,5.4,16583.46,11940.09,8.05,69.76,34.04,5.08,8358.06,938.71,1213.88,10845.24,1094.86,144006.08,1728072.94,90.83
SIM_04312,textile,rajasthan,0.88,5.8,9117.17,8023.11,6.7,78.39,51.82,0.12,5616.18,573.48,19.96,6658.3,1364.81,74604.94,895259.33,82.99
SIM_04313,pharma,gujarat,0.82,5.6,10952.5,8981.05,7.24,46.61,52.2,5.41,4771.98,607.88,970.89,6104.68,2876.37,76938.37,923260.42,67.97
SIM_04314,pharma,andhra_pradesh,0.72,5.4,16279.13,11720.98,7.39,42.6,20.05,2.93,5542.19,498.07,687.32,5683.39,6037.59,83671.68,1004060.12,48.49
SIM_04315,plastics,gujarat,0.82,5.6,29517.08,24204.0,7.66,4.21,9.59,4.58,1160.32,394.98,2215.52,3518.95,20685.06,38009.17,456110.02,14.54
SIM_04316,food_processing,bihar,0.84,4.7,24808.51,20839.15,8.05,64.5,21.61,4.79,13509.13,718.93,1997.95,12226.54,8612.61,173889.27,2086671.29,58.67
SIM_04317,textile,bihar,0.84,4.7,8839.0,7424.76,8.49,43.66,11.87,6.15,3257.71,134.4,913.69,4412.08,3012.68,42944.94,515339.25,59.42
SIM_04318,plastics,jharkhand,0.89,4.6,15415.37,13719.68,8.34,60.34,33.47,4.1,8196.23,815.59,1124.37,9693.29,4026.39,125492.87,1505914.46,70.65
SIM_04319,cement,andhra_pradesh,0.72,5.4,23780.87,17122.23,6.6,2.48,14.1,6.48,472.06,599.58,2219.46,3869.87,13252.36,40143.14,481717.67,22.6
SIM_04320,textile,tamil_nadu,0.68,5.0,18943.41,12881.52,7.96,17.28,41.61,7.23,2336.69,975.54,1863.72,4714.4,8167.12,81009.0,972108.02,36.6
SIM_04321,it_services,karnataka,0.62,5.3,7882.36,4887.07,8.13,15.59,39.48,3.38,834.05,558.34,329.99,1734.29,3152.77,38194.23,458330.74,35.49
SIM_04322,it_services,andhra_pradesh,0.72,5.4,7270.94,5235.08,9.24,65.54,25.87,3.83,3664.56,260.25,401.27,4249.89,985.19,61493.66,737923.88,81.18
SIM_04323,pharma,kerala,0.42,4.2,27979.34,11751.32,8.38,29.27,55.0,1.87,3198.93,2857.09,439.48,6798.98,4952.34,184621.71,2215460.53,57.86
SIM_04324,textile,bihar,0.84,4.7,12545.95,10538.6,7.28,66.76,47.0,3.77,7071.16,544.82,795.18,9309.98,1228.62,92639.77,1111677.27,88.34
SIM_04325,cement,kerala,0.42,4.2,82278.88,34557.13,6.68,23.56,0.33,5.38,7572.71,33.76,3720.66,12497.17,22059.96,139682.13,1676185.53,36.16
SIM_04326,it_services,uttar_pradesh,0.85,4.8,8802.95,7482.51,7.69,35.47,28.43,4.92,2707.32,315.89,735.61,4138.49,3344.01,43609.7,523316.36,55.31
SIM_04327,cement,rajasthan,0.88,5.8,69769.69,61397.33,7.45,43.18,9.59,6.33,31019.17,793.96,7773.63,36277.16,25120.17,326436.77,3917241.29,59.09
SIM_04328,plastics,andhra_pradesh,0.72,5.4,32796.15,23613.23,7.42,20.67,5.73,2.23,5417.1,336.72,1051.73,5749.85,17863.38,75746.95,908963.39,24.35
SIM_04329,auto_components,jharkhand,0.89,4.6,45595.41,40579.91,7.73,8.04,47.33,0.01,3229.39,2898.25,4.82,6070.05,34509.86,189878.63,2278543.62,14.96
SIM_04330,textile,maharashtra,0.79,5.1,10251.83,8098.95,7.94,68.09,12.61,2.94,5669.26,193.32,476.0,6279.32,1819.63,68463.74,821564.83,77.53
SIM_04331,cement,maharashtra,0.79,5.1,78319.85,61872.68,6.73,21.47,13.68,7.39,14146.31,1558.03,9145.01,23593.46,38279.22,224903.87,2698846.41,38.13
SIM_04332,chemicals,uttar_pradesh,0.85,4.8,53549.13,45516.76,7.48,60.45,24.04,7.23,28064.39,1823.16,6584.62,38980.24,6536.52,363240.7,4358888.46,85.64
SIM_04333,cement,haryana,0.8,5.1,26889.72,21511.78,6.85,16.89,21.92,1.7,3868.83,971.53,730.45,5291.14,16220.64,85849.06,1030188.66,24.6
SIM_04334,it_services,chhattisgarh,0.92,4.9,7293.69,6710.19,9.69,57.42,12.98,6.93,3988.04,94.36,929.94,4273.15,2437.05,50346.87,604162.41,63.68
SIM_04335,paper,uttar_pradesh,0.85,4.8,28032.2,23827.37,6.35,28.33,56.83,4.55,6885.15,2574.66,2168.63,13018.88,10808.49,195878.15,2350537.78,54.64
SIM_04336,plastics,andhra_pradesh,0.72,5.4,19948.73,14363.08,7.02,29.84,15.19,5.57,4758.15,466.24,1600.4,6616.87,7746.21,74184.62,890215.4,46.07
SIM_04337,chemicals,punjab,0.76,5.0,34413.2,26154.03,7.75,39.08,53.82,6.98,10733.35,2717.29,3649.25,17195.0,8959.03,259007.23,3108086.78,65.75
SIM_04338,plastics,telangana,0.74,5.2,26137.41,19341.68,6.69,11.51,43.11,6.47,2403.48,1822.75,2502.13,7313.21,12028.47,120057.48,1440689.8,37.81
SIM_04339,textile,uttar_pradesh,0.85,4.8,14430.33,12265.78,7.24,48.98,7.59,7.1,6128.36,122.1,1742.55,7432.53,4833.25,63306.61,759679.38,60.6
SIM_04340,it_services,delhi,0.72,4.9,13669.31,9841.9,8.55,30.88,54.77,0.88,3145.42,740.87,172.95,4041.21,5800.69,74691.76,896301.1,41.06
SIM_04341,textile,madhya_pradesh,0.83,5.3,15732.47,13057.95,7.55,42.81,14.85,4.19,6120.87,330.39,1094.17,7147.92,5910.03,76296.62,915559.5,54.74
SIM_04342,it_services,punjab,0.76,5.0,8453.72,6424.83,8.32,48.91,4.9,5.85,3299.58,61.59,751.42,3940.98,2483.85,41709.56,500514.76,61.34
SIM_04343,steel,haryana,0.8,5.1,28893.92,23115.14,7.35,38.36,17.8,4.5,9444.12,479.38,2080.84,12446.03,10669.1,117536.97,1410443.68,53.84
SIM_04344,food_processing,gujarat,0.82,5.6,13774.53,11295.12,5.96,43.01,55.22,7.6,5537.72,798.21,1716.72,8204.31,3090.81,86343.23,1036118.79,72.64
SIM_04345,auto_components,chhattisgarh,0.92,4.9,22955.54,21119.1,7.72,28.43,11.81,7.33,6214.2,392.14,3097.56,9685.94,11433.16,82374.71,988496.53,45.86
SIM_04346,paper,bihar,0.84,4.7,21521.86,18078.36,6.63,26.97,46.89,7.73,4899.24,1176.04,2796.57,8863.02,9215.34,108597.71,1303172.57,49.03
SIM_04347,paper,haryana,0.8,5.1,29549.91,23639.92,7.53,74.01,28.04,6.62,16547.95,752.14,3127.97,22985.41,654.52,203900.84,2446810.12,97.23
SIM_04348,plastics,maharashtra,0.79,5.1,12002.73,9482.16,8.13,56.97,48.59,6.75,5753.51,833.87,1279.61,8165.05,1317.11,106504.5,1278054.02,86.11
SIM_04349,cement,kerala,0.42,4.2,64082.36,26914.59,6.54,6.79,12.68,5.22,1700.28,1183.67,2807.81,6067.13,20847.46,88567.14,1062805.7,22.54
SIM_04350,paper,kerala,0.42,4.2,36493.57,15327.3,7.38,46.24,25.41,1.43,6591.76,1443.88,437.59,8327.92,6999.38,177895.67,2134748.0,54.33
SIM_04351,steel,andhra_pradesh,0.72,5.4,16239.96,11692.77,7.36,4.26,2.91,7.58,552.46,60.67,1772.39,2487.36,9205.41,14094.72,169136.61,21.27
SIM_04352,paper,odisha,0.91,4.7,36829.88,33515.19,7.31,78.94,27.72,5.05,23460.63,1007.57,3387.85,29505.02,4010.17,253838.42,3046061.01,88.03
SIM_04353,it_services,karnataka,0.62,5.3,12289.14,7619.27,9.41,3.11,14.51,5.34,259.48,232.85,814.15,1447.11,6172.16,18472.49,221669.88,18.99
SIM_04354,cement,tamil_nadu,0.68,5.0,68529.21,46599.86,6.28,50.5,20.26,4.05,24709.03,1837.7,3771.14,30540.67,16059.19,327328.33,3927939.92,65.54
SIM_04355,pharma,maharashtra,0.79,5.1,25245.24,19943.74,9.1,4.2,3.15,1.85,891.44,101.65,736.47,1738.24,18205.49,18094.14,217129.73,8.72
SIM_04356,plastics,west_bengal,0.9,4.5,15392.17,13852.96,8.62,43.51,50.23,6.59,5876.09,650.57,1826.18,8013.09,5839.87,98128.81,1177545.71,57.84
SIM_04357,it_services,maharashtra,0.79,5.1,2530.35,1998.98,9.08,46.69,14.55,7.55,993.93,87.49,302.04,1601.87,397.11,17006.23,204074.79,80.13
SIM_04358,paper,karnataka,0.62,5.3,31452.57,19500.59,7.61,22.84,10.49,3.06,4876.88,408.24,1193.28,6650.27,12850.33,83266.54,999198.52,34.1
SIM_04359,it_services,karnataka,0.62,5.3,9609.18,5957.69,8.63,14.75,7.64,4.65,962.56,105.19,554.06,1619.25,4338.44,20594.57,247134.87,27.18
SIM_04360,pharma,karnataka,0.62,5.3,23704.03,14696.5,9.0,9.67,8.87,2.27,1555.8,390.5,666.72,2468.74,12227.76,43630.93,523571.15,16.8
SIM_04361,food_processing,bihar,0.84,4.7,19533.26,16407.94,6.31,22.36,55.34,0.61,3687.79,1398.44,201.79,6068.98,10338.96,103446.17,1241354.07,36.99
SIM_04362,auto_components,punjab,0.76,5.0,21812.2,16577.27,7.42,34.6,58.84,6.02,6023.35,1911.66,1994.37,10085.92,6491.35,161958.99,1943507.84,60.84
SIM_04363,chemicals,tamil_nadu,0.68,5.0,28880.32,19638.62,6.68,20.82,52.44,2.04,4293.28,2224.06,802.61,6791.63,12846.98,151896.77,1822761.22,34.58
SIM_04364,textile,chhattisgarh,0.92,4.9,9401.97,8649.81,7.38,71.89,9.63,7.89,6054.87,101.69,1364.15,7541.78,1108.03,57692.58,692310.95,87.19
SIM_04365,steel,gujarat,0.82,5.6,66679.91,54677.52,6.98,67.57,41.25,3.93,38274.27,3259.95,4294.29,45690.4,8987.12,509867.49,6118409.93,83.56
SIM_04366,food_processing,bihar,0.84,4.7,18660.2,15674.57,6.44,46.32,2.62,1.45,7297.26,56.79,455.05,7202.86,8471.7,60078.58,720942.97,45.95
SIM_04367,plastics,andhra_pradesh,0.72,5.4,34605.97,24916.3,6.51,6.88,18.79,0.86,1902.49,1080.1,426.59,3046.87,21869.43,71900.63,862807.59,12.23
SIM_04368,chemicals,delhi,0.72,4.9,58366.96,42024.21,6.8,52.03,16.24,1.48,22628.94,1304.37,1247.78,21372.35,20651.87,282020.14,3384241.7,50.86
SIM_04369,pharma,delhi,0.72,4.9,34029.62,24501.33,9.13,22.59,21.6,2.21,5728.12,1317.93,1084.52,7937.67,16563.66,142098.14,1705177.69,32.4
SIM_04370,food_processing,bihar,0.84,4.7,22475.46,18879.39,7.59,8.14,32.38,1.39,1545.28,863.11,525.5,3043.99,15835.4,61853.05,742236.66,16.12
SIM_04371,it_services,haryana,0.8,5.1,8212.3,6569.84,9.09,1.54,8.48,2.92,107.55,70.51,383.05,631.71,5938.14,6217.83,74613.99,9.62
SIM_04372,plastics,jharkhand,0.89,4.6,18267.17,16257.78,7.96,14.88,45.3,5.32,2395.29,1152.69,1731.0,4743.31,11514.47,90437.35,1085248.17,29.18
SIM_04373,cement,maharashtra,0.79,5.1,31592.9,24958.39,6.77,61.61,46.92,2.61,16377.04,2017.66,1304.85,19256.4,5701.98,248450.29,2981403.53,77.15
SIM_04374,cement,madhya_pradesh,0.83,5.3,47999.26,39839.38,5.78,27.88,59.72,0.5,12164.03,4004.0,397.05,18033.02,21806.36,299565.37,3594784.48,45.26
SIM_04375,textile,gujarat,0.82,5.6,19672.96,16131.83,8.45,26.85,27.35,3.06,4938.49,564.71,987.06,5224.42,10907.41,83940.43,1007285.17,32.39
SIM_04376,paper,odisha,0.91,4.7,29192.24,26564.94,7.06,32.44,12.49,6.44,8660.98,558.32,3421.64,13546.38,13018.56,106832.24,1281986.91,50.99
SIM_04377,pharma,west_bengal,0.9,4.5,16832.3,15149.07,7.51,35.15,35.52,2.97,5192.42,569.91,898.93,6300.37,8848.7,77639.0,931668.02,41.59
SIM_04378,textile,bihar,0.84,4.7,20040.99,16834.43,8.07,6.75,29.61,0.26,1142.5,728.38,87.18,2034.61,14799.82,50437.12,605245.44,12.09
SIM_04379,cement,gujarat,0.82,5.6,72827.35,59718.42,5.92,30.43,16.66,3.71,20717.47,1712.14,4432.71,25245.7,34472.73,250011.71,3000140.53,42.27
SIM_04380,steel,rajasthan,0.88,5.8,43500.7,38280.61,7.43,27.86,52.37,4.84,12476.93,3672.54,3705.61,20319.84,17960.78,318210.27,3818523.24,53.08
SIM_04381,pharma,kerala,0.42,4.2,20317.79,8533.47,7.88,42.34,27.95,2.08,3360.35,1088.81,355.7,4361.85,4171.63,110073.81,1320885.73,51.11
SIM_04382,it_services,uttar_pradesh,0.85,4.8,10545.5,8963.67,7.98,39.59,35.64,4.26,3619.79,483.92,763.1,4585.18,4378.49,62377.66,748531.87,51.15
SIM_04383,pharma,bihar,0.84,4.7,27251.68,22891.41,8.41,43.61,42.97,6.66,10032.16,1880.4,3048.81,14880.07,8011.34,210767.5,2529209.95,65.0
SIM_04384,pharma,chhattisgarh,0.92,4.9,9206.48,8469.97,7.47,25.64,33.75,7.0,2247.62,298.7,1186.44,3810.55,4659.42,38206.71,458480.48,44.99
SIM_04385,chemicals,telangana,0.74,5.2,57455.06,42516.74,8.58,2.0,49.17,6.2,918.2,2569.32,5272.01,8798.99,33717.75,158016.69,1896200.31,20.7
SIM_04386,pharma,andhra_pradesh,0.72,5.4,23937.46,17234.97,8.9,56.02,50.82,4.22,10717.04,1625.05,1456.22,14711.32,2523.65,218367.54,2620410.45,85.36
SIM_04387,chemicals,karnataka,0.62,5.3,16286.17,10097.43,8.28,68.51,26.51,6.6,7068.2,680.63,1332.59,9428.82,668.61,131432.65,1577191.75,93.38
SIM_04388,it_services,punjab,0.76,5.0,12679.62,9636.51,9.31,1.55,54.09,1.42,157.21,1199.45,273.7,1696.69,7939.82,63988.54,767862.49,17.61
SIM_04389,it_services,maharashtra,0.79,5.1,9016.4,7122.96,8.21,61.95,33.21,0.67,4699.45,477.69,95.15,5252.41,1870.55,73928.99,887147.92,73.74
SIM_04390,paper,bihar,0.84,4.7,9787.06,8221.13,8.46,29.97,16.82,4.4,2476.55,207.26,722.89,3669.73,4551.4,38296.51,459558.12,44.64
